Time,Center,Metric,Value
400.0,CheckIn,TimeTotal,119.99313798237344
400.0,CheckIn,NumTotal,6.0
400.0,CheckIn,SystemResponseTime_Success,222.16026246186763
400.0,CheckIn,BusyServers,6.0
400.0,CheckIn,TimeQueue,0.8126999530962848
400.0,CheckIn,TimeService,119.5701649793214
400.0,CheckIn,NumQueue,0.0
400.0,XRay,TimeTotal,55.972081326744544
400.0,XRay,NumTotal,8.0
400.0,XRay,SystemResponseTime_Success,222.16026246186763
400.0,XRay,BusyServers,6.0
400.0,XRay,TimeQueue,9.39019397634802
400.0,XRay,TimeService,51.04274436168277
400.0,XRay,NumQueue,2.0
400.0,TraceDetection,TimeTotal,49.3386245495372
400.0,TraceDetection,NumTotal,2.0
400.0,TraceDetection,SystemResponseTime_Success,222.16026246186763
400.0,TraceDetection,BusyServers,1.0
400.0,TraceDetection,TimeQueue,17.585302429651335
400.0,TraceDetection,TimeService,46.01969685210946
400.0,TraceDetection,NumQueue,1.0
400.0,Varchi,TimeTotal,19.715579158621523
400.0,Varchi,NumTotal,4.0
400.0,Varchi,SystemResponseTime_Success,222.16026246186763
400.0,Varchi,BusyServers,4.0
400.0,Varchi,TimeQueue,0.03434301212708846
400.0,Varchi,TimeService,19.677420256258095
400.0,Varchi,NumQueue,0.0
400.0,Recupero,TimeTotal,128.40419890608817
400.0,Recupero,NumTotal,13.0
400.0,Recupero,SystemResponseTime_Success,222.16026246186763
400.0,Recupero,BusyServers,13.0
400.0,Recupero,TimeQueue,0.0
400.0,Recupero,TimeService,128.40419890608817
400.0,Recupero,NumQueue,0.0
800.0,Varchi,TimeTotal,20.214969373811396
800.0,Varchi,NumTotal,3.0
800.0,Varchi,SystemResponseTime_Success,266.6470170141812
800.0,Varchi,BusyServers,3.0
800.0,Varchi,TimeQueue,0.8712742503472326
800.0,Varchi,TimeService,19.312578185951768
800.0,Varchi,NumQueue,0.0
800.0,XRay,TimeTotal,76.10552709535955
800.0,XRay,NumTotal,13.0
800.0,XRay,SystemResponseTime_Success,266.6470170141812
800.0,XRay,BusyServers,6.0
800.0,XRay,TimeQueue,27.071711921666473
800.0,XRay,TimeService,52.12970228575606
800.0,XRay,NumQueue,7.0
800.0,TraceDetection,TimeTotal,91.57087916237768
800.0,TraceDetection,NumTotal,1.0
800.0,TraceDetection,SystemResponseTime_Success,266.6470170141812
800.0,TraceDetection,BusyServers,1.0
800.0,TraceDetection,TimeQueue,30.612535369110706
800.0,TraceDetection,TimeService,57.13177687212814
800.0,TraceDetection,NumQueue,0.0
