Metric,NumBatch,Value
Ts_Varchi,1,14.688510902908341
Ts_Varchi,2,14.5017972530683
Ts_Varchi,3,14.716554447268479
Ts_Varchi,4,14.477352646700227
Ts_Varchi,5,14.485386316444998
Ts_Varchi,6,14.281056900604744
Ts_Varchi,7,14.545089811910886
Ts_Varchi,8,14.03590745299403
Ts_Varchi,9,14.672875036580216
Ts_Varchi,10,14.273039847101447
Ts_Varchi,11,13.919460246872418
Ts_Varchi,12,14.456892125677783
Ts_Varchi,13,14.758687808142309
Ts_Varchi,14,14.841117196333707
Ts_Varchi,15,14.08218762597621
Ts_Varchi,16,14.383648679143624
Ts_Varchi,17,14.167769677334311
Ts_Varchi,18,14.16875644192106
Ts_Varchi,19,14.83180190252358
Ts_Varchi,20,14.572599051298015
Ts_Varchi,21,14.635195950823416
Ts_Varchi,22,14.531760318213708
Ts_Varchi,23,14.281443382037914
Ts_Varchi,24,14.68701151137556
Ts_Varchi,25,14.41904756667834
Ts_Varchi,26,14.587248283818298
Ts_Varchi,27,14.539028600445912
Ts_Varchi,28,14.065440448615819
Ts_Varchi,29,14.502634264256361
Ts_Varchi,30,14.714567440017062
Ts_Varchi,31,14.48580063822371
Ts_Varchi,32,14.493275553385589
Ts_Varchi,33,14.541755234743512
Ts_Varchi,34,14.378149346412801
Ts_Varchi,35,14.304862448657945
Ts_Varchi,36,14.020497824811416
Ts_Varchi,37,14.439115967353077
Ts_Varchi,38,14.496693300265987
Ts_Varchi,39,14.492454471338984
Ts_Varchi,40,14.917291034263325
Ts_Varchi,41,14.548465858938828
Ts_Varchi,42,14.323502908857794
Ts_Varchi,43,14.230708127626093
Ts_Varchi,44,14.301954037818144
Ts_Varchi,45,14.470437975176093
Ts_Varchi,46,14.574114367209862
Ts_Varchi,47,14.591574450412818
Ts_Varchi,48,14.645268364848258
Ts_Varchi,49,14.604387598974022
Ts_Varchi,50,14.557701960951306
Ts_Varchi,51,15.096681353231865
Ts_Varchi,52,14.261737195616567
Ts_Varchi,53,14.468544384669103
Ts_Varchi,54,14.272770038468622
Ts_Varchi,55,14.084953430197762
Ts_Varchi,56,14.315991969450799
Ts_Varchi,57,14.265145644148989
Ts_Varchi,58,14.578287574940543
Ts_Varchi,59,14.869238051481187
Ts_Varchi,60,14.230122167475228
Ts_Varchi,61,14.231559925175409
Ts_Varchi,62,14.490462226337426
Ts_Varchi,63,14.545557544663057
Ts_Varchi,64,14.406794162016121
Ts_Varchi,65,14.68825527933616
Ts_Varchi,66,14.293166797761632
Ts_Varchi,67,14.574756976134248
Ts_Varchi,68,14.492126504991083
Ts_Varchi,69,14.604338731480917
Ts_Varchi,70,14.419725208180198
Ts_Varchi,71,14.98798870650245
Ts_Varchi,72,14.226078538552867
Ts_Varchi,73,14.689298350008256
Ts_Varchi,74,14.295533128115952
Ts_Varchi,75,14.516552993250338
Ts_Varchi,76,14.322805013658513
Ts_Varchi,77,14.348190580608314
Ts_Varchi,78,14.509887433940484
Ts_Varchi,79,14.401731793286874
Ts_Varchi,80,14.579995715556908
Ts_Varchi,81,14.523737313554632
Ts_Varchi,82,14.455164220360867
Ts_Varchi,83,14.491903832180132
Ts_Varchi,84,14.872555140289046
Ts_Varchi,85,14.485348250199523
Ts_Varchi,86,14.58122367962216
Ts_Varchi,87,14.461705370211577
Ts_Varchi,88,14.453395931339063
Ts_Varchi,89,14.289231284079358
Ts_Varchi,90,14.723694380967343
Ts_Varchi,91,14.458146831053698
Ts_Varchi,92,14.504617608378693
Ts_Varchi,93,14.554333445797589
Ts_Varchi,94,14.310114896377652
Ts_Varchi,95,14.71890293757703
Ts_Varchi,96,14.671950719668962
Tq_Varchi,1,1.6787367618606233
Tq_Varchi,2,1.3093762517275738
Tq_Varchi,3,1.6761841504979302
Tq_Varchi,4,1.4322829953041676
Tq_Varchi,5,1.4579987655156637
Tq_Varchi,6,1.3385184026399521
Tq_Varchi,7,1.5179019449917057
Tq_Varchi,8,1.229944270348723
Tq_Varchi,9,1.4400224812485043
Tq_Varchi,10,1.3529341691551424
Tq_Varchi,11,1.0954336208938105
Tq_Varchi,12,1.4130160147853192
Tq_Varchi,13,1.5621261137192397
Tq_Varchi,14,1.6933694234703933
Tq_Varchi,15,1.1757830271072163
Tq_Varchi,16,1.3764710787954966
Tq_Varchi,17,1.3643255278870734
Tq_Varchi,18,1.2409841723654946
Tq_Varchi,19,1.587387501306431
Tq_Varchi,20,1.446711813172833
Tq_Varchi,21,1.4131360540990567
Tq_Varchi,22,1.2681203607805152
Tq_Varchi,23,1.298515443055771
Tq_Varchi,24,1.5849980818372353
Tq_Varchi,25,1.4239769536764064
Tq_Varchi,26,1.3643718362080586
Tq_Varchi,27,1.437370383771316
Tq_Varchi,28,1.3925315981214865
Tq_Varchi,29,1.4879193348009303
Tq_Varchi,30,1.5703558643753812
Tq_Varchi,31,1.5621207406066349
Tq_Varchi,32,1.3919894103323558
Tq_Varchi,33,1.5758755609727397
Tq_Varchi,34,1.369238381849552
Tq_Varchi,35,1.4343412399997173
Tq_Varchi,36,1.1842318143755148
Tq_Varchi,37,1.4052851066602714
Tq_Varchi,38,1.4242707045322478
Tq_Varchi,39,1.3273997956007688
Tq_Varchi,40,1.7326761680658203
Tq_Varchi,41,1.529024271148201
Tq_Varchi,42,1.2769269425876835
Tq_Varchi,43,1.2886411278074819
Tq_Varchi,44,1.3230080872584666
Tq_Varchi,45,1.3890157604491968
Tq_Varchi,46,1.514498250622785
Tq_Varchi,47,1.543939962592178
Tq_Varchi,48,1.501409139179912
Tq_Varchi,49,1.3663378226075533
Tq_Varchi,50,1.5766448331171563
Tq_Varchi,51,1.757940922913951
Tq_Varchi,52,1.4562436252524058
Tq_Varchi,53,1.441952314103104
Tq_Varchi,54,1.270756944368865
Tq_Varchi,55,1.2791162153784643
Tq_Varchi,56,1.3376113857419654
Tq_Varchi,57,1.4541085831976903
Tq_Varchi,58,1.4099971002486267
Tq_Varchi,59,1.635213162671892
Tq_Varchi,60,1.383905527216417
Tq_Varchi,61,1.3554723120096175
Tq_Varchi,62,1.3708758960882068
Tq_Varchi,63,1.5017920898793145
Tq_Varchi,64,1.4287373822897063
Tq_Varchi,65,1.5102400267429812
Tq_Varchi,66,1.359901236901836
Tq_Varchi,67,1.5610763582334517
Tq_Varchi,68,1.6058112870754069
Tq_Varchi,69,1.6975168941592091
Tq_Varchi,70,1.425481258238777
Tq_Varchi,71,1.650886334270601
Tq_Varchi,72,1.2727010095933953
Tq_Varchi,73,1.3937206390373251
Tq_Varchi,74,1.2948371085105463
Tq_Varchi,75,1.4308746004767587
Tq_Varchi,76,1.255176731227052
Tq_Varchi,77,1.3666024463434479
Tq_Varchi,78,1.485307677544619
Tq_Varchi,79,1.451631447081066
Tq_Varchi,80,1.3312882013851777
Tq_Varchi,81,1.4414242273944655
Tq_Varchi,82,1.3767573772054338
Tq_Varchi,83,1.449935091434558
Tq_Varchi,84,1.5962108366079284
Tq_Varchi,85,1.5421786386351635
Tq_Varchi,86,1.4579865584909402
Tq_Varchi,87,1.4207476630899278
Tq_Varchi,88,1.3880288999877584
Tq_Varchi,89,1.3412087714384577
Tq_Varchi,90,1.51881820212778
Tq_Varchi,91,1.425121610638625
Tq_Varchi,92,1.37681221617666
Tq_Varchi,93,1.4946927436697792
Tq_Varchi,94,1.4042174293595873
Tq_Varchi,95,1.6616953523570879
Tq_Varchi,96,1.5346885475826788
Ns_XRay,1,3.3511096018941027
Ns_XRay,2,3.3143270269085447
Ns_XRay,3,3.4207825704096217
Ns_XRay,4,3.35493702361932
Ns_XRay,5,3.427089199649482
Ns_XRay,6,3.3484749678631083
Ns_XRay,7,3.2715088411931466
Ns_XRay,8,3.1581028968968243
Ns_XRay,9,3.336059326014467
Ns_XRay,10,3.5670001078743603
Ns_XRay,11,3.19200263651391
Ns_XRay,12,3.429633358305498
Ns_XRay,13,3.2605227661402902
Ns_XRay,14,3.5971628882357676
Ns_XRay,15,3.3426890737668553
Ns_XRay,16,3.4544871848634444
Ns_XRay,17,3.5208638736839766
Ns_XRay,18,3.372444784083316
Ns_XRay,19,3.2874246749535914
Ns_XRay,20,3.3590030213436233
Ns_XRay,21,3.4027263501180456
Ns_XRay,22,3.3070740035441473
Ns_XRay,23,3.5017150604583036
Ns_XRay,24,3.27254198449728
Ns_XRay,25,3.4305801075605786
Ns_XRay,26,3.540258730645893
Ns_XRay,27,3.4025279865633746
Ns_XRay,28,3.3093411694381616
Ns_XRay,29,3.1770825644326472
Ns_XRay,30,3.5406063501034133
Ns_XRay,31,3.6357109816569557
Ns_XRay,32,3.5843810796430637
Ns_XRay,33,3.397318376774923
Ns_XRay,34,3.3589641265779586
Ns_XRay,35,3.4864497137493595
Ns_XRay,36,3.3107648411777375
Ns_XRay,37,3.539759732550301
Ns_XRay,38,3.6130565894898665
Ns_XRay,39,3.2985056280797282
Ns_XRay,40,3.4143111747623753
Ns_XRay,41,3.5161487732969916
Ns_XRay,42,3.4951880728180775
Ns_XRay,43,3.7066169034330203
Ns_XRay,44,3.4278602680895416
Ns_XRay,45,3.1985988525299107
Ns_XRay,46,3.556708702235581
Ns_XRay,47,3.460918483035685
Ns_XRay,48,3.5460364006968987
Ns_XRay,49,3.567205248182775
Ns_XRay,50,3.527713207862133
Ns_XRay,51,3.672358991320759
Ns_XRay,52,3.759083731999256
Ns_XRay,53,3.325562605420929
Ns_XRay,54,3.517846439977471
Ns_XRay,55,3.3760465366957297
Ns_XRay,56,3.4778964941517656
Ns_XRay,57,3.2340616815448167
Ns_XRay,58,3.557393596142781
Ns_XRay,59,3.399398953245589
Ns_XRay,60,3.9289156193174133
Ns_XRay,61,3.4240427947533574
Ns_XRay,62,3.2087755175448764
Ns_XRay,63,3.314906197645199
Ns_XRay,64,3.37504332142435
Ns_XRay,65,3.5076456881342306
Ns_XRay,66,3.2027838600845246
Ns_XRay,67,3.3946961066020678
Ns_XRay,68,3.396924062607294
Ns_XRay,69,3.772581173825754
Ns_XRay,70,3.4742020592499117
Ns_XRay,71,3.428226232224923
Ns_XRay,72,3.164176256212934
Ns_XRay,73,3.2717257639740347
Ns_XRay,74,3.2603484622403625
Ns_XRay,75,3.4221438480896005
Ns_XRay,76,3.14780396628967
Ns_XRay,77,3.2530081160165802
Ns_XRay,78,3.363605034039797
Ns_XRay,79,3.7307849032229075
Ns_XRay,80,3.2627836092260045
Ns_XRay,81,3.5366005762431447
Ns_XRay,82,3.3309245764440463
Ns_XRay,83,3.4335400257552906
Ns_XRay,84,3.38547225325654
Ns_XRay,85,3.4767654839106754
Ns_XRay,86,3.462957984234757
Ns_XRay,87,3.609683265609064
Ns_XRay,88,3.069281714361446
Ns_XRay,89,3.4371478033379033
Ns_XRay,90,3.5337310378361253
Ns_XRay,91,3.540051510966155
Ns_XRay,92,3.466115909905331
Ns_XRay,93,3.5531705518626695
Ns_XRay,94,3.360662499660232
Ns_XRay,95,3.4112084205147704
Ns_XRay,96,3.3810359609158662
X_CheckIn,1,2.4910801444701844
X_CheckIn,2,2.4843650512389006
X_CheckIn,3,2.4002609171590037
X_CheckIn,4,2.6413598887758467
X_CheckIn,5,2.5063729360026774
X_CheckIn,6,2.5796688483768144
X_CheckIn,7,2.531275274035948
X_CheckIn,8,2.497778369903294
X_CheckIn,9,2.4721659385138355
X_CheckIn,10,2.6715778301370383
X_CheckIn,11,2.436848557897422
X_CheckIn,12,2.586360879813119
X_CheckIn,13,2.525183996267701
X_CheckIn,14,2.538119112066736
X_CheckIn,15,2.469778792605503
X_CheckIn,16,2.5075677005399175
X_CheckIn,17,2.604930793499221
X_CheckIn,18,2.5330658390309426
X_CheckIn,19,2.497825622104368
X_CheckIn,20,2.724865980778706
X_CheckIn,21,2.638150044231883
X_CheckIn,22,2.5560868274842172
X_CheckIn,23,2.5399645482642534
X_CheckIn,24,2.571358614641725
X_CheckIn,25,2.4868558554797273
X_CheckIn,26,2.4760593798130794
X_CheckIn,27,2.625792826106939
X_CheckIn,28,2.4245206168717837
X_CheckIn,29,2.468165132338591
X_CheckIn,30,2.4195116068303544
X_CheckIn,31,2.570917682220946
X_CheckIn,32,2.482157559796412
X_CheckIn,33,2.5152335563809816
X_CheckIn,34,2.4942595641298175
X_CheckIn,35,2.489019444290572
X_CheckIn,36,2.501952243835382
X_CheckIn,37,2.4268324974420934
X_CheckIn,38,2.5924392995851395
X_CheckIn,39,2.511704299496954
X_CheckIn,40,2.618720398165483
X_CheckIn,41,2.5118578720957663
X_CheckIn,42,2.555280616530131
X_CheckIn,43,2.557880075954344
X_CheckIn,44,2.5519435653925244
X_CheckIn,45,2.663191778399021
X_CheckIn,46,2.4593567777044636
X_CheckIn,47,2.475303199257429
X_CheckIn,48,2.488042819288816
X_CheckIn,49,2.466830003851225
X_CheckIn,50,2.504182459498706
X_CheckIn,51,2.504878404350312
X_CheckIn,52,2.5042021858065553
X_CheckIn,53,2.38298273707339
X_CheckIn,54,2.4864952113256633
X_CheckIn,55,2.4812527874518793
X_CheckIn,56,2.634554029059204
X_CheckIn,57,2.6861381245772487
X_CheckIn,58,2.5052719561669647
X_CheckIn,59,2.562665976971238
X_CheckIn,60,2.463113444727749
X_CheckIn,61,2.6244136839121492
X_CheckIn,62,2.595192098266969
X_CheckIn,63,2.471919876016365
X_CheckIn,64,2.5999493660108874
X_CheckIn,65,2.5426727278012113
X_CheckIn,66,2.42810217707312
X_CheckIn,67,2.522597610663302
X_CheckIn,68,2.418715759296417
X_CheckIn,69,2.5250609609625756
X_CheckIn,70,2.5781116201562955
X_CheckIn,71,2.5336847230479194
X_CheckIn,72,2.347965854028652
X_CheckIn,73,2.5326196027338144
X_CheckIn,74,2.555734113733561
X_CheckIn,75,2.5262657184043804
X_CheckIn,76,2.764964941005924
X_CheckIn,77,2.5341135571428133
X_CheckIn,78,2.454292583545901
X_CheckIn,79,2.5054792295034756
X_CheckIn,80,2.531692706436895
X_CheckIn,81,2.6723502197012303
X_CheckIn,82,2.407183123742081
X_CheckIn,83,2.5093924308205326
X_CheckIn,84,2.5363101002901858
X_CheckIn,85,2.469603157945143
X_CheckIn,86,2.4904440881631302
X_CheckIn,87,2.5262401453531242
X_CheckIn,88,2.5192699572820363
X_CheckIn,89,2.6849365288023312
X_CheckIn,90,2.512107309230328
X_CheckIn,91,2.563157330145
X_CheckIn,92,2.500268840078371
X_CheckIn,93,2.4456296876380925
X_CheckIn,94,2.536734796966232
X_CheckIn,95,2.5821933935560306
X_CheckIn,96,2.557909564689764
Ns_Recupero,1,7.555279559439739
Ns_Recupero,2,7.357465493830897
Ns_Recupero,3,7.6221210214582635
Ns_Recupero,4,7.5999573676029994
Ns_Recupero,5,7.718499501986859
Ns_Recupero,6,7.450906015210085
Ns_Recupero,7,7.469532762610628
Ns_Recupero,8,7.2753164974076485
Ns_Recupero,9,7.560354571118849
Ns_Recupero,10,7.895625364831221
Ns_Recupero,11,7.321002999880569
Ns_Recupero,12,7.545608499035028
Ns_Recupero,13,7.581235687491068
Ns_Recupero,14,7.769180377244334
Ns_Recupero,15,7.681770127505822
Ns_Recupero,16,7.776125046860779
Ns_Recupero,17,7.642438529083173
Ns_Recupero,18,7.316152620678564
Ns_Recupero,19,7.567167914207529
Ns_Recupero,20,7.8083991598761155
Ns_Recupero,21,7.7659779499761825
Ns_Recupero,22,7.557558626008584
Ns_Recupero,23,7.595238039102485
Ns_Recupero,24,7.17996080308951
Ns_Recupero,25,7.691653706856832
Ns_Recupero,26,7.803350662796406
Ns_Recupero,27,7.563445489920514
Ns_Recupero,28,7.615444760403734
Ns_Recupero,29,7.33683248125342
Ns_Recupero,30,7.885356820950587
Ns_Recupero,31,7.842232523369897
Ns_Recupero,32,7.7899801350515565
Ns_Recupero,33,7.693744156205395
Ns_Recupero,34,7.464258912492452
Ns_Recupero,35,7.736087246525954
Ns_Recupero,36,7.42317716588834
Ns_Recupero,37,7.730387810618657
Ns_Recupero,38,7.927037667955315
Ns_Recupero,39,7.416302875588913
Ns_Recupero,40,7.744686698262305
Ns_Recupero,41,7.899670581831672
Ns_Recupero,42,8.003571988841705
Ns_Recupero,43,7.889779336851244
Ns_Recupero,44,7.580663240100524
Ns_Recupero,45,7.154440405434254
Ns_Recupero,46,7.90837743291317
Ns_Recupero,47,7.757475529022774
Ns_Recupero,48,7.939622418241385
Ns_Recupero,49,7.931956843879008
Ns_Recupero,50,7.697544994033047
Ns_Recupero,51,7.959204989437729
Ns_Recupero,52,8.470205543019944
Ns_Recupero,53,7.572944366834018
Ns_Recupero,54,7.612324880707056
Ns_Recupero,55,7.388605140341716
Ns_Recupero,56,7.593592891855866
Ns_Recupero,57,7.415328051377621
Ns_Recupero,58,7.761737157001287
Ns_Recupero,59,7.818715823464668
Ns_Recupero,60,8.149506795488831
Ns_Recupero,61,7.700250122647504
Ns_Recupero,62,7.355877580563484
Ns_Recupero,63,7.390074345544709
Ns_Recupero,64,7.773447484462433
Ns_Recupero,65,7.845038685393294
Ns_Recupero,66,7.448195944881615
Ns_Recupero,67,7.495410599768742
Ns_Recupero,68,7.5775114096541625
Ns_Recupero,69,8.235445221550092
Ns_Recupero,70,7.699643759365684
Ns_Recupero,71,7.828408154873959
Ns_Recupero,72,7.224488007513261
Ns_Recupero,73,7.444585051430934
