Time,Center,Metric,Value
400.0,CheckIn,TimeTotal,114.6269334476777
400.0,CheckIn,NumTotal,6.0
400.0,CheckIn,SystemResponseTime_Success,197.08294457359202
400.0,CheckIn,BusyServers,6.0
400.0,CheckIn,TimeQueue,9.049063943613312
400.0,CheckIn,TimeService,102.56151485619334
400.0,CheckIn,NumQueue,0.0
400.0,XRay,TimeTotal,46.774690518157044
400.0,XRay,NumTotal,5.0
400.0,XRay,SystemResponseTime_Success,197.08294457359202
400.0,XRay,BusyServers,5.0
400.0,XRay,TimeQueue,6.417675327314111
400.0,XRay,TimeService,40.8989715042315
400.0,XRay,NumQueue,0.0
400.0,TraceDetection,TimeTotal,47.81893394778944
400.0,TraceDetection,NumTotal,2.0
400.0,TraceDetection,SystemResponseTime_Success,197.08294457359202
400.0,TraceDetection,BusyServers,1.0
400.0,TraceDetection,TimeQueue,9.970069107784099
400.0,TraceDetection,TimeService,47.81893394778944
400.0,TraceDetection,NumQueue,1.0
400.0,Varchi,TimeTotal,18.58779774175498
400.0,Varchi,NumTotal,3.0
400.0,Varchi,SystemResponseTime_Success,197.08294457359202
400.0,Varchi,BusyServers,2.0
400.0,Varchi,TimeQueue,3.7057930572553808
400.0,Varchi,TimeService,14.86298422283957
400.0,Varchi,NumQueue,1.0
400.0,Recupero,TimeTotal,115.97191508237866
400.0,Recupero,NumTotal,14.0
400.0,Recupero,SystemResponseTime_Success,197.08294457359202
400.0,Recupero,BusyServers,14.0
400.0,Recupero,TimeQueue,0.0
400.0,Recupero,TimeService,115.97191508237866
400.0,Recupero,NumQueue,0.0
800.0,Varchi,TimeTotal,19.540459239591986
800.0,Varchi,NumTotal,5.0
800.0,Varchi,SystemResponseTime_Success,245.27773980548614
800.0,Varchi,BusyServers,3.0
800.0,Varchi,TimeQueue,4.7465584707647706
800.0,Varchi,TimeService,14.854930450000115
800.0,Varchi,NumQueue,2.0
800.0,XRay,TimeTotal,63.65115740578632
800.0,XRay,NumTotal,18.0
800.0,XRay,SystemResponseTime_Success,245.27773980548614
800.0,XRay,BusyServers,6.0
800.0,XRay,TimeQueue,23.626968972964377
800.0,XRay,TimeService,43.135603474852374
800.0,XRay,NumQueue,12.0
800.0,TraceDetection,TimeTotal,70.14767140542469
800.0,TraceDetection,NumTotal,2.0
800.0,TraceDetection,SystemResponseTime_Success,245.27773980548614
800.0,TraceDetection,BusyServers,1.0
800.0,TraceDetection,TimeQueue,16.82747462851046
800.0,TraceDetection,TimeService,51.21676244835043
800.0,TraceDetection,NumQueue,1.0
800.0,Recupero,TimeTotal,122.34732797081591
800.0,Recupero,NumTotal,20.0
800.0,Recupero,SystemResponseTime_Success,245.27773980548614
800.0,Recupero,BusyServers,20.0
800.0,Recupero,TimeQueue,0.0
800.0,Recupero,TimeService,122.34732797081591
